class_date,course_type,level_category,language,predicted_q
2018-02-27 09:30:00.000,Private,True Beginner,Portuguese,0
2018-02-27 09:30:00.000,Live,True Beginner,Portuguese,2
2018-02-27 09:30:00.000,Live,Intermediate,Spanish,11
2018-02-27 09:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 09:30:00.000,Private,True Beginner,Spanish,1
2018-02-27 09:30:00.000,Live,True Beginner,Spanish,20
2018-02-27 09:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 09:30:00.000,Private,High Beginner,Spanish,1
2018-02-27 09:30:00.000,Live,High Beginner,Portuguese,4
2018-02-27 10:00:00.000,Live,High Beginner,Portuguese,3
2018-02-27 10:00:00.000,Private,High Beginner,Spanish,1
2018-02-27 10:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 10:00:00.000,Live,True Beginner,Spanish,23
2018-02-27 10:00:00.000,Private,True Beginner,Spanish,1
2018-02-27 10:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 10:00:00.000,Live,Intermediate,Spanish,12
2018-02-27 10:00:00.000,Live,True Beginner,Portuguese,2
2018-02-27 10:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 10:00:00.000,Live,Intermediate,Portuguese,2
2018-02-27 10:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 10:00:00.000,Live,High Beginner,Spanish,18
2018-02-27 10:30:00.000,Live,High Beginner,Spanish,19
2018-02-27 10:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 10:30:00.000,Live,Intermediate,Portuguese,2
2018-02-27 10:30:00.000,Private,True Beginner,Portuguese,0
2018-02-27 10:30:00.000,Live,True Beginner,Portuguese,2
2018-02-27 10:30:00.000,Live,Intermediate,Spanish,13
2018-02-27 10:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 10:30:00.000,Private,True Beginner,Spanish,1
2018-02-27 10:30:00.000,Live,True Beginner,Spanish,22
2018-02-27 10:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 10:30:00.000,Private,High Beginner,Spanish,1
2018-02-27 10:30:00.000,Live,High Beginner,Portuguese,3
2018-02-27 11:00:00.000,Live,High Beginner,Portuguese,4
2018-02-27 11:00:00.000,Private,High Beginner,Spanish,2
2018-02-27 11:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 11:00:00.000,Live,True Beginner,Spanish,24
2018-02-27 11:00:00.000,Private,True Beginner,Spanish,1
2018-02-27 11:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 11:00:00.000,Live,Intermediate,Spanish,14
2018-02-27 11:00:00.000,Live,True Beginner,Portuguese,2
2018-02-27 11:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 11:00:00.000,Live,Intermediate,Portuguese,2
2018-02-27 11:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 11:00:00.000,Live,High Beginner,Spanish,22
2018-02-27 11:30:00.000,Live,High Beginner,Spanish,21
2018-02-27 11:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 11:30:00.000,Live,Intermediate,Portuguese,2
2018-02-27 11:30:00.000,Private,True Beginner,Portuguese,0
2018-02-27 11:30:00.000,Live,True Beginner,Portuguese,2
2018-02-27 11:30:00.000,Live,Intermediate,Spanish,12
2018-02-27 11:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 11:30:00.000,Private,True Beginner,Spanish,1
2018-02-27 11:30:00.000,Live,True Beginner,Spanish,23
2018-02-27 11:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 11:30:00.000,Private,High Beginner,Spanish,1
2018-02-27 11:30:00.000,Live,High Beginner,Portuguese,4
2018-02-27 12:00:00.000,Live,High Beginner,Portuguese,4
2018-02-27 12:00:00.000,Private,High Beginner,Spanish,2
2018-02-27 12:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 12:00:00.000,Live,True Beginner,Spanish,25
2018-02-27 12:00:00.000,Private,True Beginner,Spanish,1
2018-02-27 12:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 12:00:00.000,Live,Intermediate,Spanish,12
2018-02-27 12:00:00.000,Live,True Beginner,Portuguese,3
2018-02-27 12:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 12:00:00.000,Live,Intermediate,Portuguese,3
2018-02-27 12:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 12:00:00.000,Live,High Beginner,Spanish,21
2018-02-27 12:30:00.000,Live,High Beginner,Spanish,20
2018-02-27 12:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 12:30:00.000,Live,Intermediate,Portuguese,2
2018-02-27 12:30:00.000,Private,True Beginner,Portuguese,0
2018-02-27 12:30:00.000,Live,True Beginner,Portuguese,3
2018-02-27 12:30:00.000,Live,Intermediate,Spanish,12
2018-02-27 12:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 12:30:00.000,Private,True Beginner,Spanish,1
2018-02-27 12:30:00.000,Live,True Beginner,Spanish,25
2018-02-27 12:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 12:30:00.000,Private,High Beginner,Spanish,2
2018-02-27 12:30:00.000,Live,High Beginner,Portuguese,4
2018-02-27 13:00:00.000,Live,High Beginner,Portuguese,6
2018-02-27 13:00:00.000,Private,High Beginner,Spanish,2
2018-02-27 13:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 13:00:00.000,Live,True Beginner,Spanish,26
2018-02-27 13:00:00.000,Private,True Beginner,Spanish,1
2018-02-27 13:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 13:00:00.000,Live,Intermediate,Spanish,12
2018-02-27 13:00:00.000,Live,True Beginner,Portuguese,4
2018-02-27 13:00:00.000,Private,True Beginner,Portuguese,1
2018-02-27 13:00:00.000,Live,Intermediate,Portuguese,3
2018-02-27 13:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 13:00:00.000,Live,High Beginner,Spanish,19
2018-02-27 13:30:00.000,Live,High Beginner,Spanish,22
2018-02-27 13:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 13:30:00.000,Live,Intermediate,Portuguese,3
2018-02-27 13:30:00.000,Private,True Beginner,Portuguese,2
2018-02-27 13:30:00.000,Live,True Beginner,Portuguese,4
2018-02-27 13:30:00.000,Live,Intermediate,Spanish,13
2018-02-27 13:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 13:30:00.000,Private,True Beginner,Spanish,1
2018-02-27 13:30:00.000,Live,True Beginner,Spanish,25
2018-02-27 13:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 13:30:00.000,Private,High Beginner,Spanish,2
2018-02-27 13:30:00.000,Live,High Beginner,Portuguese,6
2018-02-27 14:00:00.000,Live,High Beginner,Portuguese,5
2018-02-27 14:00:00.000,Private,High Beginner,Spanish,2
2018-02-27 14:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 14:00:00.000,Live,True Beginner,Spanish,25
2018-02-27 14:00:00.000,Private,True Beginner,Spanish,1
2018-02-27 14:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 14:00:00.000,Live,Intermediate,Spanish,13
2018-02-27 14:00:00.000,Live,True Beginner,Portuguese,5
2018-02-27 14:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 14:00:00.000,Live,Intermediate,Portuguese,3
2018-02-27 14:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 14:00:00.000,Live,High Beginner,Spanish,24
2018-02-27 14:30:00.000,Live,High Beginner,Spanish,23
2018-02-27 14:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 14:30:00.000,Live,Intermediate,Portuguese,3
2018-02-27 14:30:00.000,Private,True Beginner,Portuguese,0
2018-02-27 14:30:00.000,Live,True Beginner,Portuguese,4
2018-02-27 14:30:00.000,Live,Intermediate,Spanish,16
2018-02-27 14:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 14:30:00.000,Private,True Beginner,Spanish,1
2018-02-27 14:30:00.000,Live,True Beginner,Spanish,26
2018-02-27 14:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 14:30:00.000,Private,High Beginner,Spanish,2
2018-02-27 14:30:00.000,Live,High Beginner,Portuguese,5
2018-02-27 15:00:00.000,Live,High Beginner,Portuguese,5
2018-02-27 15:00:00.000,Private,High Beginner,Spanish,2
2018-02-27 15:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 15:00:00.000,Live,True Beginner,Spanish,29
2018-02-27 15:00:00.000,Private,True Beginner,Spanish,2
2018-02-27 15:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 15:00:00.000,Live,Intermediate,Spanish,14
2018-02-27 15:00:00.000,Live,True Beginner,Portuguese,4
2018-02-27 15:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 15:00:00.000,Live,Intermediate,Portuguese,3
2018-02-27 15:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 15:00:00.000,Live,High Beginner,Spanish,26
2018-02-27 15:30:00.000,Live,High Beginner,Spanish,29
2018-02-27 15:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 15:30:00.000,Live,Intermediate,Portuguese,3
2018-02-27 15:30:00.000,Private,True Beginner,Portuguese,2
2018-02-27 15:30:00.000,Live,True Beginner,Portuguese,4
2018-02-27 15:30:00.000,Live,Intermediate,Spanish,16
2018-02-27 15:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 15:30:00.000,Private,True Beginner,Spanish,2
2018-02-27 15:30:00.000,Live,True Beginner,Spanish,29
2018-02-27 15:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 15:30:00.000,Private,High Beginner,Spanish,2
2018-02-27 15:30:00.000,Live,High Beginner,Portuguese,5
2018-02-27 16:00:00.000,Live,High Beginner,Portuguese,6
2018-02-27 16:00:00.000,Private,High Beginner,Spanish,2
2018-02-27 16:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 16:00:00.000,Live,True Beginner,Spanish,31
2018-02-27 16:00:00.000,Private,True Beginner,Spanish,2
2018-02-27 16:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 16:00:00.000,Live,Intermediate,Spanish,17
2018-02-27 16:00:00.000,Live,True Beginner,Portuguese,5
2018-02-27 16:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 16:00:00.000,Live,Intermediate,Portuguese,4
2018-02-27 16:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 16:00:00.000,Live,High Beginner,Spanish,24
2018-02-27 16:30:00.000,Live,High Beginner,Spanish,26
2018-02-27 16:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 16:30:00.000,Live,Intermediate,Portuguese,3
2018-02-27 16:30:00.000,Private,True Beginner,Portuguese,0
2018-02-27 16:30:00.000,Live,True Beginner,Portuguese,5
2018-02-27 16:30:00.000,Live,Intermediate,Spanish,17
2018-02-27 16:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 16:30:00.000,Private,True Beginner,Spanish,2
2018-02-27 16:30:00.000,Live,True Beginner,Spanish,31
2018-02-27 16:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 16:30:00.000,Private,High Beginner,Spanish,2
2018-02-27 16:30:00.000,Live,High Beginner,Portuguese,7
2018-02-27 17:00:00.000,Live,High Beginner,Portuguese,7
2018-02-27 17:00:00.000,Private,High Beginner,Spanish,2
2018-02-27 17:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 17:00:00.000,Live,True Beginner,Spanish,33
2018-02-27 17:00:00.000,Private,True Beginner,Spanish,2
2018-02-27 17:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 17:00:00.000,Live,Intermediate,Spanish,18
2018-02-27 17:00:00.000,Live,True Beginner,Portuguese,6
2018-02-27 17:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 17:00:00.000,Live,Intermediate,Portuguese,3
2018-02-27 17:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 17:00:00.000,Live,High Beginner,Spanish,34
2018-02-27 17:30:00.000,Live,High Beginner,Spanish,37
2018-02-27 17:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 17:30:00.000,Live,Intermediate,Portuguese,3
2018-02-27 17:30:00.000,Private,True Beginner,Portuguese,1
2018-02-27 17:30:00.000,Live,True Beginner,Portuguese,6
2018-02-27 17:30:00.000,Live,Intermediate,Spanish,19
2018-02-27 17:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 17:30:00.000,Private,True Beginner,Spanish,2
2018-02-27 17:30:00.000,Live,True Beginner,Spanish,36
2018-02-27 17:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 17:30:00.000,Private,High Beginner,Spanish,3
2018-02-27 17:30:00.000,Live,High Beginner,Portuguese,9
2018-02-27 18:00:00.000,Live,High Beginner,Portuguese,9
2018-02-27 18:00:00.000,Private,High Beginner,Spanish,3
2018-02-27 18:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 18:00:00.000,Live,True Beginner,Spanish,41
2018-02-27 18:00:00.000,Private,True Beginner,Spanish,2
2018-02-27 18:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 18:00:00.000,Live,Intermediate,Spanish,19
2018-02-27 18:00:00.000,Live,True Beginner,Portuguese,6
2018-02-27 18:00:00.000,Private,True Beginner,Portuguese,2
2018-02-27 18:00:00.000,Live,Intermediate,Portuguese,4
2018-02-27 18:00:00.000,Private,Intermediate,Spanish,2
2018-02-27 18:00:00.000,Live,High Beginner,Spanish,40
2018-02-27 18:30:00.000,Live,High Beginner,Spanish,41
2018-02-27 18:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 18:30:00.000,Live,Intermediate,Portuguese,4
2018-02-27 18:30:00.000,Private,True Beginner,Portuguese,2
2018-02-27 18:30:00.000,Live,True Beginner,Portuguese,7
2018-02-27 18:30:00.000,Live,Intermediate,Spanish,19
2018-02-27 18:30:00.000,Private,High Beginner,Portuguese,2
2018-02-27 18:30:00.000,Private,True Beginner,Spanish,3
2018-02-27 18:30:00.000,Live,True Beginner,Spanish,42
2018-02-27 18:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 18:30:00.000,Private,High Beginner,Spanish,3
2018-02-27 18:30:00.000,Live,High Beginner,Portuguese,10
2018-02-27 19:00:00.000,Live,High Beginner,Portuguese,11
2018-02-27 19:00:00.000,Private,High Beginner,Spanish,3
2018-02-27 19:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 19:00:00.000,Live,True Beginner,Spanish,47
2018-02-27 19:00:00.000,Private,True Beginner,Spanish,3
2018-02-27 19:00:00.000,Private,High Beginner,Portuguese,2
2018-02-27 19:00:00.000,Live,Intermediate,Spanish,21
2018-02-27 19:00:00.000,Live,True Beginner,Portuguese,8
2018-02-27 19:00:00.000,Private,True Beginner,Portuguese,1
2018-02-27 19:00:00.000,Live,Intermediate,Portuguese,4
2018-02-27 19:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 19:00:00.000,Live,High Beginner,Spanish,50
2018-02-27 19:30:00.000,Live,High Beginner,Spanish,54
2018-02-27 19:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 19:30:00.000,Live,Intermediate,Portuguese,3
2018-02-27 19:30:00.000,Private,True Beginner,Portuguese,1
2018-02-27 19:30:00.000,Live,True Beginner,Portuguese,8
2018-02-27 19:30:00.000,Live,Intermediate,Spanish,21
2018-02-27 19:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 19:30:00.000,Private,True Beginner,Spanish,3
2018-02-27 19:30:00.000,Live,True Beginner,Spanish,53
2018-02-27 19:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 19:30:00.000,Private,High Beginner,Spanish,4
2018-02-27 19:30:00.000,Live,High Beginner,Portuguese,9
2018-02-27 20:00:00.000,Live,High Beginner,Portuguese,9
2018-02-27 20:00:00.000,Private,High Beginner,Spanish,5
2018-02-27 20:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 20:00:00.000,Live,True Beginner,Spanish,60
2018-02-27 20:00:00.000,Private,True Beginner,Spanish,4
2018-02-27 20:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 20:00:00.000,Live,Intermediate,Spanish,25
2018-02-27 20:00:00.000,Live,True Beginner,Portuguese,6
2018-02-27 20:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 20:00:00.000,Live,Intermediate,Portuguese,2
2018-02-27 20:00:00.000,Private,Intermediate,Spanish,2
2018-02-27 20:00:00.000,Live,High Beginner,Spanish,58
2018-02-27 20:30:00.000,Live,High Beginner,Spanish,65
2018-02-27 20:30:00.000,Private,Intermediate,Spanish,2
2018-02-27 20:30:00.000,Live,Intermediate,Portuguese,2
2018-02-27 20:30:00.000,Private,True Beginner,Portuguese,1
2018-02-27 20:30:00.000,Live,True Beginner,Portuguese,6
2018-02-27 20:30:00.000,Live,Intermediate,Spanish,25
2018-02-27 20:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 20:30:00.000,Private,True Beginner,Spanish,4
2018-02-27 20:30:00.000,Live,True Beginner,Spanish,64
2018-02-27 20:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 20:30:00.000,Private,High Beginner,Spanish,5
2018-02-27 20:30:00.000,Live,High Beginner,Portuguese,6
2018-02-27 21:00:00.000,Live,High Beginner,Portuguese,5
2018-02-27 21:00:00.000,Private,High Beginner,Spanish,5
2018-02-27 21:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 21:00:00.000,Live,True Beginner,Spanish,69
2018-02-27 21:00:00.000,Private,True Beginner,Spanish,4
2018-02-27 21:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 21:00:00.000,Live,Intermediate,Spanish,27
2018-02-27 21:00:00.000,Live,True Beginner,Portuguese,5
2018-02-27 21:00:00.000,Private,True Beginner,Portuguese,1
2018-02-27 21:00:00.000,Live,Intermediate,Portuguese,2
2018-02-27 21:00:00.000,Private,Intermediate,Spanish,2
2018-02-27 21:00:00.000,Live,High Beginner,Spanish,70
2018-02-27 21:30:00.000,Live,High Beginner,Spanish,70
2018-02-27 21:30:00.000,Private,Intermediate,Spanish,2
2018-02-27 21:30:00.000,Live,Intermediate,Portuguese,1
2018-02-27 21:30:00.000,Private,True Beginner,Portuguese,1
2018-02-27 21:30:00.000,Live,True Beginner,Portuguese,3
2018-02-27 21:30:00.000,Live,Intermediate,Spanish,25
2018-02-27 21:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 21:30:00.000,Private,True Beginner,Spanish,5
2018-02-27 21:30:00.000,Live,True Beginner,Spanish,70
2018-02-27 21:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 21:30:00.000,Private,High Beginner,Spanish,5
2018-02-27 21:30:00.000,Live,High Beginner,Portuguese,4
2018-02-27 22:00:00.000,Live,High Beginner,Portuguese,2
2018-02-27 22:00:00.000,Private,High Beginner,Spanish,5
2018-02-27 22:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 22:00:00.000,Live,True Beginner,Spanish,70
2018-02-27 22:00:00.000,Private,True Beginner,Spanish,5
2018-02-27 22:00:00.000,Private,High Beginner,Portuguese,1
2018-02-27 22:00:00.000,Live,Intermediate,Spanish,22
2018-02-27 22:00:00.000,Live,True Beginner,Portuguese,2
2018-02-27 22:00:00.000,Private,True Beginner,Portuguese,0
2018-02-27 22:00:00.000,Live,Intermediate,Portuguese,1
2018-02-27 22:00:00.000,Private,Intermediate,Spanish,2
2018-02-27 22:00:00.000,Live,High Beginner,Spanish,70
2018-02-27 22:30:00.000,Live,High Beginner,Spanish,56
2018-02-27 22:30:00.000,Private,Intermediate,Spanish,2
2018-02-27 22:30:00.000,Live,Intermediate,Portuguese,0
2018-02-27 22:30:00.000,Private,True Beginner,Portuguese,1
2018-02-27 22:30:00.000,Live,True Beginner,Portuguese,1
2018-02-27 22:30:00.000,Live,Intermediate,Spanish,21
2018-02-27 22:30:00.000,Private,High Beginner,Portuguese,1
2018-02-27 22:30:00.000,Private,True Beginner,Spanish,4
2018-02-27 22:30:00.000,Live,True Beginner,Spanish,64
2018-02-27 22:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 22:30:00.000,Private,High Beginner,Spanish,5
2018-02-27 22:30:00.000,Live,High Beginner,Portuguese,2
2018-02-27 23:00:00.000,Live,High Beginner,Portuguese,1
2018-02-27 23:00:00.000,Private,High Beginner,Spanish,4
2018-02-27 23:00:00.000,Private,Intermediate,Portuguese,0
2018-02-27 23:00:00.000,Live,True Beginner,Spanish,53
2018-02-27 23:00:00.000,Private,True Beginner,Spanish,4
2018-02-27 23:00:00.000,Private,High Beginner,Portuguese,0
2018-02-27 23:00:00.000,Live,Intermediate,Spanish,14
2018-02-27 23:00:00.000,Live,True Beginner,Portuguese,1
2018-02-27 23:00:00.000,Private,True Beginner,Portuguese,1
2018-02-27 23:00:00.000,Live,Intermediate,Portuguese,0
2018-02-27 23:00:00.000,Private,Intermediate,Spanish,1
2018-02-27 23:00:00.000,Live,High Beginner,Spanish,45
2018-02-27 23:30:00.000,Live,High Beginner,Spanish,28
2018-02-27 23:30:00.000,Private,Intermediate,Spanish,1
2018-02-27 23:30:00.000,Live,Intermediate,Portuguese,0
2018-02-27 23:30:00.000,Private,True Beginner,Portuguese,1
2018-02-27 23:30:00.000,Live,True Beginner,Portuguese,0
2018-02-27 23:30:00.000,Live,Intermediate,Spanish,11
2018-02-27 23:30:00.000,Private,High Beginner,Portuguese,0
2018-02-27 23:30:00.000,Private,True Beginner,Spanish,3
2018-02-27 23:30:00.000,Live,True Beginner,Spanish,41
2018-02-27 23:30:00.000,Private,Intermediate,Portuguese,0
2018-02-27 23:30:00.000,Private,High Beginner,Spanish,3
2018-02-27 23:30:00.000,Live,High Beginner,Portuguese,1
2018-02-28 00:00:00.000,Live,High Beginner,Portuguese,1
2018-02-28 00:00:00.000,Private,High Beginner,Spanish,2
2018-02-28 00:00:00.000,Private,Intermediate,Portuguese,0
2018-02-28 00:00:00.000,Live,True Beginner,Spanish,26
2018-02-28 00:00:00.000,Private,True Beginner,Spanish,2
2018-02-28 00:00:00.000,Private,High Beginner,Portuguese,1
2018-02-28 00:00:00.000,Live,Intermediate,Spanish,9
2018-02-28 00:00:00.000,Live,True Beginner,Portuguese,0
2018-02-28 00:00:00.000,Private,True Beginner,Portuguese,0
2018-02-28 00:00:00.000,Live,Intermediate,Portuguese,0
2018-02-28 00:00:00.000,Private,Intermediate,Spanish,1
2018-02-28 00:00:00.000,Live,High Beginner,Spanish,28
2018-02-28 00:30:00.000,Live,High Beginner,Spanish,17
2018-02-28 00:30:00.000,Private,Intermediate,Spanish,0
2018-02-28 00:30:00.000,Live,Intermediate,Portuguese,0
2018-02-28 00:30:00.000,Private,True Beginner,Portuguese,0
2018-02-28 00:30:00.000,Live,True Beginner,Portuguese,0
2018-02-28 00:30:00.000,Live,Intermediate,Spanish,6
2018-02-28 00:30:00.000,Private,High Beginner,Portuguese,0
2018-02-28 00:30:00.000,Private,True Beginner,Spanish,1
2018-02-28 00:30:00.000,Live,True Beginner,Spanish,16
2018-02-28 00:30:00.000,Private,Intermediate,Portuguese,0
2018-02-28 00:30:00.000,Private,High Beginner,Spanish,2
2018-02-28 00:30:00.000,Live,High Beginner,Portuguese,0
2018-02-28 01:00:00.000,Live,High Beginner,Portuguese,0
2018-02-28 01:00:00.000,Private,High Beginner,Spanish,1
2018-02-28 01:00:00.000,Private,Intermediate,Portuguese,0
2018-02-28 01:00:00.000,Live,True Beginner,Spanish,11
2018-02-28 01:00:00.000,Private,True Beginner,Spanish,1
2018-02-28 01:00:00.000,Private,High Beginner,Portuguese,0
2018-02-28 01:00:00.000,Live,Intermediate,Spanish,5
2018-02-28 01:00:00.000,Live,True Beginner,Portuguese,0
2018-02-28 01:00:00.000,Private,True Beginner,Portuguese,0
2018-02-28 01:00:00.000,Live,Intermediate,Portuguese,0
2018-02-28 01:00:00.000,Private,Intermediate,Spanish,0
2018-02-28 01:00:00.000,Live,High Beginner,Spanish,15
2018-02-28 01:30:00.000,Live,High Beginner,Spanish,9
2018-02-28 01:30:00.000,Private,Intermediate,Spanish,0
2018-02-28 01:30:00.000,Live,Intermediate,Portuguese,0
2018-02-28 01:30:00.000,Private,True Beginner,Portuguese,0
2018-02-28 01:30:00.000,Live,True Beginner,Portuguese,0
2018-02-28 01:30:00.000,Live,Intermediate,Spanish,3
2018-02-28 01:30:00.000,Private,High Beginner,Portuguese,0
2018-02-28 01:30:00.000,Private,True Beginner,Spanish,1
2018-02-28 01:30:00.000,Live,True Beginner,Spanish,5
2018-02-28 01:30:00.000,Private,Intermediate,Portuguese,0
2018-02-28 01:30:00.000,Private,High Beginner,Spanish,1
2018-02-28 01:30:00.000,Live,High Beginner,Portuguese,0
2018-02-28 02:00:00.000,Live,High Beginner,Portuguese,0
2018-02-28 02:00:00.000,Private,High Beginner,Spanish,1
2018-02-28 02:00:00.000,Private,Intermediate,Portuguese,0
2018-02-28 02:00:00.000,Live,True Beginner,Spanish,3
2018-02-28 02:00:00.000,Private,True Beginner,Spanish,0
2018-02-28 02:00:00.000,Private,High Beginner,Portuguese,0
2018-02-28 02:00:00.000,Live,Intermediate,Spanish,3
2018-02-28 02:00:00.000,Live,True Beginner,Portuguese,0
2018-02-28 02:00:00.000,Private,True Beginner,Portuguese,0
2018-02-28 02:00:00.000,Live,Intermediate,Portuguese,0
2018-02-28 02:00:00.000,Private,Intermediate,Spanish,0
2018-02-28 02:00:00.000,Live,High Beginner,Spanish,8
2018-02-28 02:30:00.000,Live,High Beginner,Spanish,6
2018-02-28 02:30:00.000,Private,Intermediate,Spanish,0
2018-02-28 02:30:00.000,Live,Intermediate,Portuguese,0
2018-02-28 02:30:00.000,Private,True Beginner,Portuguese,0
2018-02-28 02:30:00.000,Live,True Beginner,Portuguese,0
2018-02-28 02:30:00.000,Live,Intermediate,Spanish,2
2018-02-28 02:30:00.000,Private,High Beginner,Portuguese,0
2018-02-28 02:30:00.000,Private,True Beginner,Spanish,0
2018-02-28 02:30:00.000,Live,True Beginner,Spanish,2
2018-02-28 02:30:00.000,Private,Intermediate,Portuguese,0
2018-02-28 02:30:00.000,Private,High Beginner,Spanish,0
2018-02-28 02:30:00.000,Live,High Beginner,Portuguese,0
2018-02-28 03:00:00.000,Live,High Beginner,Portuguese,0
2018-02-28 03:00:00.000,Private,High Beginner,Spanish,0
2018-02-28 03:00:00.000,Private,Intermediate,Portuguese,0
2018-02-28 03:00:00.000,Live,True Beginner,Spanish,0
2018-02-28 03:00:00.000,Private,True Beginner,Spanish,0
2018-02-28 03:00:00.000,Private,High Beginner,Portuguese,0
2018-02-28 03:00:00.000,Live,Intermediate,Spanish,2
2018-02-28 03:00:00.000,Live,True Beginner,Portuguese,0
2018-02-28 03:00:00.000,Private,True Beginner,Portuguese,0
2018-02-28 03:00:00.000,Live,Intermediate,Portuguese,0
2018-02-28 03:00:00.000,Private,Intermediate,Spanish,0
2018-02-28 03:00:00.000,Live,High Beginner,Spanish,5
2018-02-28 03:30:00.000,Live,High Beginner,Spanish,4
2018-02-28 03:30:00.000,Private,Intermediate,Spanish,0
2018-02-28 03:30:00.000,Live,Intermediate,Portuguese,0
2018-02-28 03:30:00.000,Private,True Beginner,Portuguese,0
2018-02-28 03:30:00.000,Live,True Beginner,Portuguese,0
2018-02-28 03:30:00.000,Live,Intermediate,Spanish,2
2018-02-28 03:30:00.000,Private,High Beginner,Portuguese,0
2018-02-28 03:30:00.000,Private,True Beginner,Spanish,0
2018-02-28 03:30:00.000,Live,True Beginner,Spanish,0
2018-02-28 03:30:00.000,Private,Intermediate,Portuguese,0
2018-02-28 03:30:00.000,Private,High Beginner,Spanish,0
2018-02-28 03:30:00.000,Live,High Beginner,Portuguese,0
2018-02-28 04:00:00.000,Live,High Beginner,Portuguese,1
2018-02-28 04:00:00.000,Private,High Beginner,Spanish,0
