class_date,course_type,level_category,language,predicted_q,final_q
2017-11-10 17:30:00.000,Private,Intermediate,Spanish,0.5043,1
2017-11-10 17:30:00.000,Private,True Beginner,Spanish,1.9468,2
2017-11-10 17:30:00.000,Private,High Beginner,Spanish,2.9637,3
2017-11-10 17:30:00.000,Live,True Beginner,Portuguese,2.6573,3
2017-11-10 17:30:00.000,Live,High Beginner,Portuguese,4.0436,4
2017-11-10 17:30:00.000,Live,True Beginner,Spanish,14.9101,15
2017-11-10 18:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 18:00:00.000,Private,Intermediate,Spanish,0.7612,1
2017-11-10 18:00:00.000,Private,True Beginner,Spanish,1.8342,2
2017-11-10 18:00:00.000,Live,High Beginner,Spanish,22.4188,22
2017-11-10 18:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-10 18:00:00.000,Live,Intermediate,Portuguese,1.8095,2
2017-11-10 18:00:00.000,Live,True Beginner,Portuguese,2.7699,3
2017-11-10 18:00:00.000,Live,True Beginner,Spanish,15.4635,15
2017-11-10 18:00:00.000,Private,High Beginner,Spanish,2.7701,3
2017-11-10 18:00:00.000,Private,True Beginner,Portuguese,0.575,1
2017-11-10 18:00:00.000,Live,Intermediate,Spanish,12.9828,13
2017-11-10 18:00:00.000,Live,High Beginner,Portuguese,3.265,3
2017-11-10 18:30:00.000,Live,High Beginner,Spanish,22.725,23
2017-11-10 18:30:00.000,Private,True Beginner,Spanish,2.0594,2
2017-11-10 18:30:00.000,Private,Intermediate,Spanish,0.8738,1
2017-11-10 18:30:00.000,Live,High Beginner,Portuguese,3.368,3
2017-11-10 18:30:00.000,Live,True Beginner,Spanish,16.0582,16
2017-11-10 18:30:00.000,Private,High Beginner,Portuguese,0.7006,1
2017-11-10 18:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 18:30:00.000,Private,True Beginner,Portuguese,0.575,1
2017-11-10 18:30:00.000,Live,True Beginner,Portuguese,2.4321,2
2017-11-10 18:30:00.000,Private,High Beginner,Spanish,2.7701,3
2017-11-10 18:30:00.000,Live,Intermediate,Spanish,11.4063,11
2017-11-10 18:30:00.000,Live,Intermediate,Portuguese,1.6969,2
2017-11-10 19:00:00.000,Live,Intermediate,Portuguese,1.8412,2
2017-11-10 19:00:00.000,Live,True Beginner,Spanish,17.7184,18
2017-11-10 19:00:00.000,Private,Intermediate,Spanish,0.1762,0
2017-11-10 19:00:00.000,Private,High Beginner,Portuguese,0.588,1
2017-11-10 19:00:00.000,Live,High Beginner,Portuguese,3.4806,3
2017-11-10 19:00:00.000,Live,Intermediate,Spanish,12.023,12
2017-11-10 19:00:00.000,Private,True Beginner,Portuguese,0.575,1
2017-11-10 19:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 19:00:00.000,Live,High Beginner,Spanish,23.998,24
2017-11-10 19:00:00.000,Live,True Beginner,Portuguese,2.5447,3
2017-11-10 19:00:00.000,Private,High Beginner,Spanish,2.6575,3
2017-11-10 19:00:00.000,Private,True Beginner,Spanish,2.8381,3
2017-11-10 19:30:00.000,Live,Intermediate,Portuguese,1.9221,2
2017-11-10 19:30:00.000,Private,High Beginner,Spanish,2.6575,3
2017-11-10 19:30:00.000,Private,True Beginner,Spanish,1.8342,2
2017-11-10 19:30:00.000,Live,High Beginner,Portuguese,3.265,3
2017-11-10 19:30:00.000,Private,True Beginner,Portuguese,0.575,1
2017-11-10 19:30:00.000,Live,High Beginner,Spanish,22.6344,23
2017-11-10 19:30:00.000,Live,True Beginner,Spanish,17.8627,18
2017-11-10 19:30:00.000,Live,Intermediate,Spanish,10.5864,11
2017-11-10 19:30:00.000,Live,True Beginner,Portuguese,2.6573,3
2017-11-10 19:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-10 19:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 19:30:00.000,Private,Intermediate,Spanish,0.514,1
2017-11-10 20:00:00.000,Private,High Beginner,Portuguese,0.588,1
2017-11-10 20:00:00.000,Private,High Beginner,Spanish,2.6575,3
2017-11-10 20:00:00.000,Live,True Beginner,Spanish,21.2164,21
2017-11-10 20:00:00.000,Live,Intermediate,Portuguese,0.9183,1
2017-11-10 20:00:00.000,Private,True Beginner,Spanish,2.3876,2
2017-11-10 20:00:00.000,Live,Intermediate,Spanish,10.1456,10
2017-11-10 20:00:00.000,Live,True Beginner,Portuguese,2.4321,2
2017-11-10 20:00:00.000,Live,High Beginner,Spanish,23.9857,24
2017-11-10 20:00:00.000,Live,High Beginner,Portuguese,3.5932,4
2017-11-10 20:00:00.000,Private,True Beginner,Portuguese,0.575,1
2017-11-10 20:00:00.000,Private,Intermediate,Spanish,1.099,1
2017-11-10 20:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 20:30:00.000,Live,Intermediate,Spanish,10.4834,10
2017-11-10 20:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-10 20:30:00.000,Live,True Beginner,Portuguese,2.6573,3
2017-11-10 20:30:00.000,Live,High Beginner,Portuguese,2.8146,3
2017-11-10 20:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 20:30:00.000,Private,Intermediate,Spanish,0.9864,1
2017-11-10 20:30:00.000,Live,High Beginner,Spanish,24.6957,25
2017-11-10 20:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-10 20:30:00.000,Live,Intermediate,Portuguese,1.4717,1
2017-11-10 20:30:00.000,Private,High Beginner,Spanish,2.1851,2
2017-11-10 20:30:00.000,Private,True Beginner,Spanish,2.0594,2
2017-11-10 20:30:00.000,Live,True Beginner,Spanish,20.8249,21
2017-11-10 21:00:00.000,Live,High Beginner,Portuguese,3.2237,3
2017-11-10 21:00:00.000,Live,True Beginner,Spanish,21.9553,22
2017-11-10 21:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 21:00:00.000,Private,High Beginner,Portuguese,0.588,1
2017-11-10 21:00:00.000,Private,True Beginner,Spanish,1.9468,2
2017-11-10 21:00:00.000,Live,True Beginner,Portuguese,2.3291,2
2017-11-10 21:00:00.000,Live,Intermediate,Spanish,10.9339,11
2017-11-10 21:00:00.000,Live,Intermediate,Portuguese,1.4717,1
2017-11-10 21:00:00.000,Private,High Beginner,Spanish,2.7701,3
2017-11-10 21:00:00.000,Live,High Beginner,Spanish,26.0073,26
2017-11-10 21:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-10 21:00:00.000,Private,Intermediate,Spanish,0.1762,0
2017-11-10 21:30:00.000,Live,High Beginner,Spanish,26.8793,27
2017-11-10 21:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-10 21:30:00.000,Live,Intermediate,Portuguese,0.8866,1
2017-11-10 21:30:00.000,Live,Intermediate,Spanish,11.8471,12
2017-11-10 21:30:00.000,Private,True Beginner,Spanish,1.9468,2
2017-11-10 21:30:00.000,Private,High Beginner,Spanish,2.5449,3
2017-11-10 21:30:00.000,Live,True Beginner,Portuguese,2.4321,2
2017-11-10 21:30:00.000,Live,True Beginner,Spanish,22.6927,23
2017-11-10 21:30:00.000,Live,High Beginner,Portuguese,2.5577,3
2017-11-10 21:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-10 21:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 21:30:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-10 22:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-10 22:00:00.000,Live,True Beginner,Portuguese,2.3195,2
2017-11-10 22:00:00.000,Live,Intermediate,Portuguese,0.5488,1
2017-11-10 22:00:00.000,Private,True Beginner,Spanish,3.0949,3
2017-11-10 22:00:00.000,Live,High Beginner,Portuguese,2.3325,2
2017-11-10 22:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-10 22:00:00.000,Live,High Beginner,Spanish,30.2892,30
2017-11-10 22:00:00.000,Private,High Beginner,Spanish,3.5804,4
2017-11-10 22:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 22:00:00.000,Live,True Beginner,Spanish,25.5616,26
2017-11-10 22:00:00.000,Live,Intermediate,Spanish,11.7441,12
2017-11-10 22:00:00.000,Private,Intermediate,Spanish,0.7612,1
2017-11-10 22:30:00.000,Live,True Beginner,Spanish,24.9861,25
2017-11-10 22:30:00.000,Live,High Beginner,Spanish,29.9197,30
2017-11-10 22:30:00.000,Private,True Beginner,Spanish,2.6445,3
2017-11-10 22:30:00.000,Live,High Beginner,Portuguese,2.5577,3
2017-11-10 22:30:00.000,Live,Intermediate,Spanish,11.8031,12
2017-11-10 22:30:00.000,Live,Intermediate,Portuguese,0.6614,1
2017-11-10 22:30:00.000,Private,High Beginner,Spanish,3.6613,4
2017-11-10 22:30:00.000,Live,True Beginner,Portuguese,1.6218,2
2017-11-10 22:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 22:30:00.000,Private,True Beginner,Portuguese,0.6876,1
2017-11-10 22:30:00.000,Private,High Beginner,Portuguese,0.588,1
2017-11-10 22:30:00.000,Private,Intermediate,Spanish,0.1762,0
2017-11-10 23:00:00.000,Live,True Beginner,Spanish,23.1307,23
2017-11-10 23:00:00.000,Live,High Beginner,Spanish,23.2687,23
2017-11-10 23:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 23:00:00.000,Private,High Beginner,Portuguese,0.588,1
2017-11-10 23:00:00.000,Live,High Beginner,Portuguese,1.7474,2
2017-11-10 23:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-10 23:00:00.000,Private,High Beginner,Spanish,2.8827,3
2017-11-10 23:00:00.000,Live,True Beginner,Portuguese,0.8116,1
2017-11-10 23:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-10 23:00:00.000,Live,Intermediate,Spanish,11.3526,11
2017-11-10 23:00:00.000,Private,Intermediate,Spanish,0.4014,0
2017-11-10 23:00:00.000,Private,True Beginner,Spanish,2.6445,3
2017-11-10 23:30:00.000,Live,True Beginner,Spanish,18.629,19
2017-11-10 23:30:00.000,Private,True Beginner,Spanish,2.6128,3
2017-11-10 23:30:00.000,Live,Intermediate,Spanish,7.8054,8
2017-11-10 23:30:00.000,Private,High Beginner,Spanish,2.2977,2
2017-11-10 23:30:00.000,Live,High Beginner,Spanish,18.3138,18
2017-11-10 23:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-10 23:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-10 23:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-10 23:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-10 23:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-10 23:30:00.000,Private,Intermediate,Spanish,0.1762,0
2017-11-10 23:30:00.000,Live,High Beginner,Portuguese,0.712,1
2017-11-11 00:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 00:00:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 00:00:00.000,Live,High Beginner,Spanish,14.6126,15
2017-11-11 00:00:00.000,Live,True Beginner,Spanish,13.2263,13
2017-11-11 00:00:00.000,Live,Intermediate,Spanish,6.2878,6
2017-11-11 00:00:00.000,Private,True Beginner,Spanish,1.8342,2
2017-11-11 00:00:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-11 00:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 00:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 00:00:00.000,Live,True Beginner,Portuguese,0.6989,1
2017-11-11 00:00:00.000,Private,High Beginner,Spanish,1.2938,1
2017-11-11 00:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 00:30:00.000,Private,High Beginner,Spanish,1.3651,1
2017-11-11 00:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 00:30:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 00:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 00:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 00:30:00.000,Live,Intermediate,Spanish,3.96,4
2017-11-11 00:30:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-11 00:30:00.000,Live,True Beginner,Spanish,8.9004,9
2017-11-11 00:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 00:30:00.000,Private,True Beginner,Spanish,1.1366,1
2017-11-11 00:30:00.000,Live,High Beginner,Spanish,8.8008,9
2017-11-11 00:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 01:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 01:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 01:00:00.000,Live,True Beginner,Portuguese,0.6989,1
2017-11-11 01:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 01:00:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 01:00:00.000,Live,True Beginner,Spanish,6.2347,6
2017-11-11 01:00:00.000,Live,Intermediate,Spanish,1.0391,1
2017-11-11 01:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 01:00:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 01:00:00.000,Live,High Beginner,Spanish,7.2929,7
2017-11-11 01:00:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 01:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 01:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 01:30:00.000,Private,High Beginner,Spanish,0.9243,1
2017-11-11 01:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 01:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 01:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 01:30:00.000,Live,High Beginner,Spanish,4.402,4
2017-11-11 01:30:00.000,Private,True Beginner,Spanish,1.024,1
2017-11-11 01:30:00.000,Private,True Beginner,Portuguese,0.575,1
2017-11-11 01:30:00.000,Live,Intermediate,Spanish,1.9206,2
2017-11-11 01:30:00.000,Live,True Beginner,Spanish,4.5112,5
2017-11-11 01:30:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 01:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 02:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 02:00:00.000,Live,High Beginner,Spanish,3.714,4
2017-11-11 02:00:00.000,Private,True Beginner,Spanish,0.9113,1
2017-11-11 02:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 02:00:00.000,Live,True Beginner,Spanish,2.7684,3
2017-11-11 02:00:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 02:00:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 02:00:00.000,Private,High Beginner,Spanish,1.037,1
2017-11-11 02:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 02:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 02:00:00.000,Live,Intermediate,Spanish,1.3672,1
2017-11-11 02:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 02:30:00.000,Live,True Beginner,Spanish,1.8456,2
2017-11-11 02:30:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 02:30:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 02:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 02:30:00.000,Private,High Beginner,Spanish,0.9243,1
2017-11-11 02:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 02:30:00.000,Live,High Beginner,Spanish,2.0028,2
2017-11-11 02:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 02:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 02:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 02:30:00.000,Live,Intermediate,Spanish,0.8852,1
2017-11-11 02:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 03:00:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 03:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 03:00:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 03:00:00.000,Live,Intermediate,Spanish,0.7409,1
2017-11-11 03:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 03:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 03:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 03:00:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 03:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 03:00:00.000,Live,High Beginner,Spanish,1.9712,2
2017-11-11 03:00:00.000,Live,True Beginner,Spanish,1.8456,2
2017-11-11 03:00:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 03:30:00.000,Live,Intermediate,Spanish,0.3317,0
2017-11-11 03:30:00.000,Live,High Beginner,Portuguese,0.712,1
2017-11-11 03:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 03:30:00.000,Live,True Beginner,Spanish,1.0353,1
2017-11-11 03:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 03:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 03:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 03:30:00.000,Live,High Beginner,Spanish,1.1926,1
2017-11-11 03:30:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 03:30:00.000,Private,True Beginner,Spanish,0.9113,1
2017-11-11 03:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 03:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 04:00:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 04:00:00.000,Live,Intermediate,Spanish,0.9978,1
2017-11-11 04:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 04:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 04:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 04:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 04:00:00.000,Live,High Beginner,Spanish,1.8586,2
2017-11-11 04:00:00.000,Live,True Beginner,Spanish,0.9227,1
2017-11-11 04:00:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 04:00:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 04:00:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 04:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 04:30:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 04:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 04:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 04:30:00.000,Live,True Beginner,Spanish,0.9227,1
2017-11-11 04:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 04:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 04:30:00.000,Live,Intermediate,Spanish,0.3001,0
2017-11-11 04:30:00.000,Live,High Beginner,Portuguese,0.5993,1
2017-11-11 04:30:00.000,Live,High Beginner,Spanish,1.1609,1
2017-11-11 04:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 04:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 04:30:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 05:00:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 05:00:00.000,Live,Intermediate,Spanish,0.9978,1
2017-11-11 05:00:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 05:00:00.000,Live,High Beginner,Portuguese,0.712,1
2017-11-11 05:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 05:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 05:00:00.000,Live,True Beginner,Spanish,0.9227,1
2017-11-11 05:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 05:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 05:00:00.000,Live,High Beginner,Spanish,1.8586,2
2017-11-11 05:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 05:00:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 05:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 05:30:00.000,Live,Intermediate,Portuguese,0.5172,1
2017-11-11 05:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 05:30:00.000,Live,High Beginner,Portuguese,0.8246,1
2017-11-11 05:30:00.000,Live,True Beginner,Spanish,0.9227,1
2017-11-11 05:30:00.000,Live,Intermediate,Spanish,1.223,1
2017-11-11 05:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 05:30:00.000,Live,High Beginner,Spanish,1.4178,1
2017-11-11 05:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 05:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 05:30:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 05:30:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 06:00:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 06:00:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 06:00:00.000,Live,High Beginner,Spanish,2.0838,2
2017-11-11 06:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 06:00:00.000,Private,High Beginner,Portuguese,0.588,1
2017-11-11 06:00:00.000,Live,True Beginner,Spanish,2.6242,3
2017-11-11 06:00:00.000,Live,High Beginner,Portuguese,0.712,1
2017-11-11 06:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 06:00:00.000,Live,Intermediate,Spanish,2.6993,3
2017-11-11 06:00:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-11 06:00:00.000,Private,High Beginner,Spanish,0.9243,1
2017-11-11 06:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 06:30:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 06:30:00.000,Live,High Beginner,Spanish,3.1193,3
2017-11-11 06:30:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 06:30:00.000,Private,High Beginner,Portuguese,0.588,1
2017-11-11 06:30:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 06:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 06:30:00.000,Live,Intermediate,Spanish,1.9206,2
2017-11-11 06:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 06:30:00.000,Live,True Beginner,Spanish,1.8456,2
2017-11-11 06:30:00.000,Live,High Beginner,Portuguese,1.2654,1
2017-11-11 06:30:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-11 06:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 07:00:00.000,Private,High Beginner,Spanish,0.9243,1
2017-11-11 07:00:00.000,Live,High Beginner,Portuguese,1.5222,2
2017-11-11 07:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 07:00:00.000,Live,True Beginner,Spanish,3.1063,3
2017-11-11 07:00:00.000,Live,Intermediate,Portuguese,0.108,0
2017-11-11 07:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 07:00:00.000,Private,True Beginner,Spanish,0.9113,1
2017-11-11 07:00:00.000,Live,High Beginner,Spanish,3.2222,3
2017-11-11 07:00:00.000,Live,True Beginner,Portuguese,0.5863,1
2017-11-11 07:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 07:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 07:00:00.000,Live,Intermediate,Spanish,3.0687,3
2017-11-11 07:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 07:30:00.000,Live,High Beginner,Spanish,5.1902,5
2017-11-11 07:30:00.000,Live,Intermediate,Spanish,2.1459,2
2017-11-11 07:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-11 07:30:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-11 07:30:00.000,Live,True Beginner,Portuguese,0.8116,1
2017-11-11 07:30:00.000,Live,True Beginner,Spanish,4.1418,4
2017-11-11 07:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 07:30:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 07:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 07:30:00.000,Private,High Beginner,Spanish,0.8117,1
2017-11-11 07:30:00.000,Live,High Beginner,Portuguese,1.7474,2
2017-11-11 08:00:00.000,Live,Intermediate,Portuguese,0.5488,1
2017-11-11 08:00:00.000,Live,Intermediate,Spanish,3.1813,3
2017-11-11 08:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 08:00:00.000,Live,High Beginner,Portuguese,1.5222,2
2017-11-11 08:00:00.000,Private,True Beginner,Spanish,0.7987,1
2017-11-11 08:00:00.000,Live,High Beginner,Spanish,5.8879,6
2017-11-11 08:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 08:00:00.000,Live,True Beginner,Spanish,3.6913,4
2017-11-11 08:00:00.000,Live,True Beginner,Portuguese,0.8116,1
2017-11-11 08:00:00.000,Private,High Beginner,Spanish,0.9243,1
2017-11-11 08:00:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-11 08:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 08:30:00.000,Private,Intermediate,Spanish,0.1762,0
2017-11-11 08:30:00.000,Private,True Beginner,Spanish,1.024,1
2017-11-11 08:30:00.000,Live,High Beginner,Portuguese,2.3325,2
2017-11-11 08:30:00.000,Live,High Beginner,Spanish,7.1706,7
2017-11-11 08:30:00.000,Private,High Beginner,Spanish,1.703,2
2017-11-11 08:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 08:30:00.000,Live,True Beginner,Portuguese,1.5092,2
2017-11-11 08:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 08:30:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 08:30:00.000,Live,Intermediate,Portuguese,0.774,1
2017-11-11 08:30:00.000,Live,True Beginner,Spanish,4.8394,5
2017-11-11 08:30:00.000,Live,Intermediate,Spanish,3.6221,4
2017-11-11 09:00:00.000,Live,True Beginner,Portuguese,1.5092,2
2017-11-11 09:00:00.000,Live,True Beginner,Spanish,6.1318,6
2017-11-11 09:00:00.000,Live,Intermediate,Spanish,5.6218,6
2017-11-11 09:00:00.000,Live,High Beginner,Spanish,9.773,10
2017-11-11 09:00:00.000,Private,High Beginner,Spanish,1.3651,1
2017-11-11 09:00:00.000,Private,True Beginner,Portuguese,0.4624,0
2017-11-11 09:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-11 09:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-11 09:00:00.000,Live,High Beginner,Portuguese,2.8146,3
2017-11-11 09:00:00.000,Private,True Beginner,Spanish,1.024,1
2017-11-11 09:00:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 09:00:00.000,Live,Intermediate,Portuguese,1.0309,1
2017-11-11 09:30:00.000,Private,True Beginner,Spanish,1.024,1
2017-11-11 09:30:00.000,Private,High Beginner,Portuguese,0.4754,0
2017-11-11 09:30:00.000,Private,Intermediate,Spanish,0.0635,0
2017-11-11 09:30:00.000,Live,High Beginner,Spanish,10.7179,11
2017-11-11 09:30:00.000,Live,Intermediate,Portuguese,1.5843,2
2017-11-11 09:30:00.000,Live,Intermediate,Spanish,4.8335,5
2017-11-11 09:30:00.000,Live,True Beginner,Portuguese,1.6218,2
2017-11-11 09:30:00.000,Private,High Beginner,Spanish,1.5904,2
2017-11-11 09:30:00.000,Live,True Beginner,Spanish,5.9875,6
2017-11-11 09:30:00.000,Live,High Beginner,Portuguese,3.0081,3
